model_name,overall_mae,overall_mase,cold_start_mae,cold_start_mase,warm_state_mae,warm_state_mase
Quantity Baseline,11.71563639222922,0.8996327286995045,14.89504081815927,0.9452773220837472,10.708248593943233,0.8808860641742674
Mean Interval Baseline,10.679494696455846,0.8200683798344092,14.115826212999696,0.8958263736582958,9.590700074293489,0.7889538580472211
EMA Interval Baseline,11.102530558844485,0.8525529068781872,14.176171040585901,0.8996560104964003,10.128653850247277,0.8332072184590863
CatBoost Regressor,9.902050055055952,0.7603691351037256,12.44869425444155,0.7900259228515536,9.095151042110668,0.7481888129760975
